university,prof_title,first_lesson,second_lesson,total_grant,full_kz,full_ru,full_en,shortened_kz,shortened_ru
Shakarim Semey State University,Chemical Technology of Organic Substances,Chemistry,Physics,250,173,57,0,15,5
West Kazakhstan Agrarian and Technical University named after Zhangir Khan,Chemical Technology of Organic Substances,Chemistry,Physics,250,173,57,0,15,5
West Kazakhstan State University named after M. Utemisov,Chemical Technology of Organic Substances,Chemistry,Physics,250,173,57,0,15,5
West Kazakhstan Innovation and Technology University,Chemical Technology of Organic Substances,Chemistry,Physics,250,173,57,0,15,5
Kazakhstan Engineering and Pedagogical University of Friendship of Peoples,Chemical Technology of Organic Substances,Chemistry,Physics,250,173,57,0,15,5
South Kazakhstan State University named after M.O. Auezov,Chemical Technology of Organic Substances,Chemistry,Physics,250,173,57,0,15,5
South Kazakhstan State University named after M.O. Auezov,Chemical Technology of Refractory Non-Metallic and Silicate Materials,Chemistry,Physics,60,45,15,0,0,0
Aktobe State Regional University named after K.Zhubanov,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Kazakh State Women's Pedagogical University,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Kazakh National Pedagogical University named after Abay,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Kazakh National Pedagogical University named after Abay,Chemistry,Chemistry,Physics,260,195,65,0,0,0
Al-Farabi Kazakh National University,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Al-Farabi Kazakh National University,Chemistry,Chemistry,Physics,260,195,65,0,0,0
Central Asian University,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Arkalyk State Pedagogical Institute named after I. Altynsarin,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Eurasian National University named after L. N. Gumilyov,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Atyrau State University named after H. Dosmukhamedov,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Atyrau University of Oil and Gas,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Syrdaria University,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Syrdaria University,Chemistry,Chemistry,Physics,260,195,65,0,0,0
Karaganda State University named after E. A. Buketov,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Karaganda State University named after E. A. Buketov,Chemistry,Chemistry,Physics,260,195,65,0,0,0
Kokshetau State University named after Sh. Ualikhanov,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Kostanay State Pedagogical Institute,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Innovative Eurasian University,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Innovative Eurasian University,Chemistry,Chemistry,Physics,260,195,65,0,0,0
Pavlodar State Pedagogical Institute,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Pavlodar State University named after S. Toraigyrov,Chemistry,Chemistry,Physics,260,195,65,0,0,0
North Kazakhstan State University named after M. Kozybaev,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Shakarim Semey State University,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Zhetysu State University named after I. Zhansugurov,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Taraz State Pedagogical University,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Taraz State University named after M. Dulati,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Taraz University of Humanities and Innovation,Chemistry,Chemistry,Physics,260,195,65,0,0,0
International Kazakh-Turkish University named after H.A. Yassavi,Chemistry,Chemistry,Biology,490,135,45,250,45,15
West Kazakhstan State University named after M. Utemisov,Chemistry,Chemistry,Biology,490,135,45,250,45,15
West Kazakhstan State University named after M. Utemisov,Chemistry,Chemistry,Physics,260,195,65,0,0,0
East Kazakhstan State University named after S. Amanzholov,Chemistry,Chemistry,Biology,490,135,45,250,45,15
East Kazakhstan State University named after S. Amanzholov,Chemistry,Chemistry,Physics,260,195,65,0,0,0
Kazakhstan Engineering and Pedagogical University of Friendship of Peoples,Chemistry,Chemistry,Biology,490,135,45,250,45,15
International University of Humanities and Technology,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Regional Social Innovation University,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Miras University,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Shymkent University,Chemistry,Chemistry,Biology,490,135,45,250,45,15
South Kazakhstan State Pedagogical Institute,Chemistry,Chemistry,Biology,490,135,45,250,45,15
South Kazakhstan State University named after M.O. Auezov,Chemistry,Chemistry,Biology,490,135,45,250,45,15
South Kazakhstan State University named after M.O. Auezov,Chemistry,Chemistry,Physics,260,195,65,0,0,0
South Kazakhstan Pedagogical University,Chemistry,Chemistry,Biology,490,135,45,250,45,15
Karaganda State University named after E. A. Buketov,Chemistry-Biology,Biology,Chemistry,235,176,59,0,0,0
East Kazakhstan State University named after S. Amanzholov,Chemistry-Biology,Biology,Chemistry,235,176,59,0,0,0
Kazakh National Conservatory named after Kurmangazy,Composition,Creative exam,Creative exam,7,5,2,0,0,0
Kazakh National University of Arts,Composition,Creative exam,Creative exam,7,5,2,0,0,0
Aktobe State Regional University named after K.Zhubanov,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Kazakh-Russian International University,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Almaty Technological University,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Almaty University of Energy and Communications,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Kazakh Academy of Transport and Communications named after M. Tynyshpayev,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Kazakh Academy of Labor and Social Relations,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Kazakh National Agrarian University,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Kazakh National Research Technical University named after K.I.Satpayev,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Al-Farabi Kazakh National University,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Kazakhstan Engineering and Technology University,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Kazakh-British Technical University,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Caspian Public University,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
International Education Corporation,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
International University of Information Technology,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
University of Narxoz,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
University of Turan,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
University named after Suleiman Demirel,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
University of International Business,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Central Asian University,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Eurasian National University named after L. N. Gumilyov,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Kazakh Agrotechnical University named after S. Seifullin,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
"Kazakh University of Economics, Finance and International Trade",Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Astana University,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
"University ""Turan — Astana""",Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Financial Academy,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Atyrau State University named after H. Dosmukhamedov,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Atyrau University of Oil and Gas,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Syrdaria University,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Karaganda State Technical University,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Karaganda Economic University of Kazpotrebsoyuz,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Temirtau,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Humanitarian Technical Academy,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Kokshetau State University named after Sh. Ualikhanov,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Kostanay State University named after A. Baitursynov,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Kostanay Engineering and Economic University named after M. Dulatov,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
"Humanitarian and Technical Institute ""Akmeshit""",Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Kyzylorda State University named after Korkyt Ata,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
University Bolashak,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Innovative Eurasian University,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Pavlodar State University named after S. Toraigyrov,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Shakarim Semey State University,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Taraz State University named after M. Dulati,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Taraz University of Humanities and Innovation,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
International Kazakh-Turkish University named after H.A. Yassavi,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
West Kazakhstan State University named after M. Utemisov,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
West Kazakhstan Innovation and Technology University,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Kazakhstan University of Innovation and Telecommunication Systems,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
East Kazakhstan State Technical University named after D. Serikbayev,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Kazakhstan Engineering and Pedagogical University of Friendship of Peoples,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
International University of Humanities and Technology,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Miras University,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Shymkent University,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
South Kazakhstan State University named after M.O. Auezov,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
South Kazakhstan Humanitarian Institute named after M. Saparbayev,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
South Kazakhstan Pedagogical University,Computer Engineering and Software,Maths,Physics,1530,1013,337,0,135,45
Aktobe State Regional University named after K.Zhubanov,Computer science,Maths,Physics,300,23,7,250,15,5
Aktobe University S. Baisheva,Computer science,Maths,Physics,300,23,7,250,15,5
Almaty Academy of Economics and Statistics,Computer science,Maths,Physics,299,224,75,0,0,0
Almaty University of Energy and Communications,Computer science,Maths,Physics,300,23,7,250,15,5
Eurasian Technical University,Computer science,Maths,Physics,299,224,75,0,0,0
Kazakh State Women's Pedagogical University,Computer science,Maths,Physics,300,23,7,250,15,5
Kazakh National Pedagogical University named after Abay,Computer science,Maths,Physics,300,23,7,250,15,5
Kazakh National Pedagogical University named after Abay,Computer science,Maths,Physics,299,224,75,0,0,0
Al-Farabi Kazakh National University,Computer science,Maths,Physics,299,224,75,0,0,0
Kazakhstan Engineering and Technology University,Computer science,Maths,Physics,299,224,75,0,0,0
International University of Information Technology,Computer science,Maths,Physics,300,23,7,250,15,5
University of FRudnyign Languages ​​and Business Careers,Computer science,Maths,Physics,300,23,7,250,15,5
University of International Business,Computer science,Maths,Physics,300,23,7,250,15,5
Arkalyk State Pedagogical Institute named after I. Altynsarin,Computer science,Maths,Physics,300,23,7,250,15,5
Eurasian National University named after L. N. Gumilyov,Computer science,Maths,Physics,300,23,7,250,15,5
Eurasian National University named after L. N. Gumilyov,Computer science,Maths,Physics,299,224,75,0,0,0
Atyrau State University named after H. Dosmukhamedov,Computer science,Maths,Physics,300,23,7,250,15,5
Atyrau State University named after H. Dosmukhamedov,Computer science,Maths,Physics,300,23,7,250,15,5
Zhezkazgan University named after O. A. Baikonurov,Computer science,Maths,Physics,300,23,7,250,15,5
Syrdaria University,Computer science,Maths,Physics,299,224,75,0,0,0
Karaganda State Technical University,Computer science,Maths,Physics,299,224,75,0,0,0
