id,university,prof_title,first_lesson,second_lesson,total grant,full_kz,full_ru,full_en,shortened_kz,shortened_ru
,Западно-Казахстанский государственный университет имени М. Утемисова,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Казахский государственный женский педагогический университет,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Казахский национальный университет имени аль-Фараби,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Кокшетауский государственный университет имени Ш. Уалиханова,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Международный казахско-турецкий университет имени Х. А. Яссави,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Павлодарский государственный университет имени С. Торайгырова,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Государственный университет имени Шакарима г.Семей,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Южно-Казахстанский государственный университет имени М. О. Ауэзова,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Евразийский гуманитарный институт,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Каспийский общественный универси,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Академия экономики и права имени О. А. Джолдасбекова,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Центрально-Азиатский университет,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Академия «Болашак»,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Университет «Мирас»,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Международный гуманитарно-технический университет,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Университет «Сырдария»,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Костанайский социально-технический университет имени З.Алдамжара,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Инновационный Евразийский университет,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Казахстанско-Американский свободный университет,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Университет «Туран—Астана»,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Южно-Казахстанский педагогический университет,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Университет «Астана»,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Мангистауский гуманитарно-технический университет,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Южно-Казахстанский государственный педагогический институт,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Центрально-Казахстанская академия,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Западно-Казахстанский инновационно-технологический университет,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Казахстанский инженерно- педагогический университет дружбы народов,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Региональный социально-инновационный университет,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Таразский инновационно-гуманитарный университет,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Университет имени Сулеймана Демиреля,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Университет «Болашак»,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Южно-Казахстанский гуманитарный институт имени М. Сапарбаева,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Шымкентский университет,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Актюбинский университет им. С. Баишева,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Университет иностранных языков и деловой карьеры,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Таразский государственный педагогический университет,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Костанайский государственный педагогический институт,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Павлодарский государственный педагогический институт,Казахский язык и литература,Казахский язык,Казахская литература,405,280,0,0,125,0
,Актюбинский государственный региональный университет им.К.Жубанова,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Казахский национальный педагогический университет имени Абая,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Аркалыкский государственный педагогический институт имени И. Алтынсарина,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Атырауский государственный университет имени Х. Досмухамедова,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Восточно-Казахстанский государственный университет имени С. Аманжолова,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Жезказганский университет имени О. А. Байконурова,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Жетысуский государственный университет имени И. Жансугурова,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Западно-Казахстанский государственный университет имени М. Утемисова,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Казахский государственный женский педагогический университет,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Казахский национальный университет имени аль-Фараби,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Кокшетауский государственный университет имени Ш. Уалиханова,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Международный казахско-турецкий университет имени Х. А. Яссави,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Павлодарский государственный университет имени С. Торайгырова,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Государственный университет имени Шакарима г.Семей,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Южно-Казахстанский государственный университет имени М. О. Ауэзова,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Инновационный Евразийский университет,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Казахстанско-Американский свободный университет,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Южно-Казахстанский педагогический университет,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Южно-Казахстанский государственный педагогический институт,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Казахстанский инженерно- педагогический университет дружбы народов,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Региональный социально-инновационный университет,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Университет «Болашак»,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Шымкентский университет,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Таразский государственный педагогический университет,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Павлодарский государственный педагогический институт,Русский язык и литература,Русский язык,Русская литература,400,0,320,0,0,80
,Актюбинский государственный региональный университет им.К.Жубанова,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Казахский национальный педагогический университет имени Абая,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Аркалыкский государственный педагогический институт имени И. Алтынсарина,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Атырауский государственный университет имени Х. Досмухамедова,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Восточно-Казахстанский государственный университет имени С. Аманжолова,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Жезказганский университет имени О. А. Байконурова,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Жетысуский государственный университет имени И. Жансугурова,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Западно-Казахстанский государственный университет имени М. Утемисова,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Казахский университет международных отношений и мировых языков имени Абылай хана,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Казахский государственный женский педагогический университет,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Казахский национальный университет имени аль-Фараби,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Кокшетауский государственный университет имени Ш. Уалиханова,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Международный казахско-турецкий университет имени Х. А. Яссави,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Павлодарский государственный университет имени С. Торайгырова,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Государственный университет имени Шакарима г.Семей,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Таразский государственный университет имени М.Дулати,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Южно-Казахстанский государственный университет имени М. О. Ауэзова,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Евразийский гуманитарный институт,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Центрально-Азиатский университет,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Академия «Болашак»,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Университет «Мирас»,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Международный гуманитарно-технический университет,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Университет «Сырдария»,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Инновационный Евразийский университет,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Казахстанско-Американский свободный университет,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Кокшетауский университет имени А. Мырзахметова,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Южно-Казахстанский педагогический университет,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,220,90,30,0,75,25
,Университет «Астана»,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Мангистауский гуманитарно-технический университет,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Южно-Казахстанский государственный педагогический институт,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Центрально-Казахстанская академия,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Западно-Казахстанский инновационно-технологический университет,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Казахстанский инженерно- педагогический университет дружбы народов,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Региональный социально-инновационный университет,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Таразский инновационно-гуманитарный университет,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Университет имени Сулеймана Демиреля,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Университет «Болашак»,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Южно-Казахстанский гуманитарный институт имени М. Сапарбаева,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Шымкентский университет,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Актюбинский университет им. С. Баишева,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Университет иностранных языков и деловой карьеры,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Таразский государственный педагогический университет,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Костанайский государственный педагогический институт,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Павлодарский государственный педагогический институт,Иностранный язык: два иностранных языка,Иностранный язык,Всемирная история,620,285,95,0,180,60
,Казахский агротехнический университет имени С. Сейфуллина,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Казахский национальный педагогический университет имени Абая,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Восточно-Казахстанский государственный университет имени С. Аманжолова,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Восточно-Казахстанский государственный технический университет имени Д. Серикбаева,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Жезказганский университет имени О. А. Байконурова,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Жетысуский государственный университет имени И. Жансугурова,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Казахский национальный аграрный университет,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Казахский государственный женский педагогический университет,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Казахский национальный исследовательский технический университет имени К.И.Сатпаева,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Карагандинский государственный университет имени Е. А. Букетова,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Карагандинский государственный технический университет,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Кызылординский государственный университет имени Коркыт Ата,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Кокшетауский государственный университет имени Ш. Уалиханова,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Международный казахско-турецкий университет имени Х. А. Яссави,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Павлодарский государственный университет имени С. Торайгырова,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Рудненский индустриальный институт,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Государственный университет имени Шакарима г.Семей,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Южно-Казахстанский государственный университет имени М. О. Ауэзова,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Алматинский технологический университет,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Центрально-Азиатский университет,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Гуманитарно-технический институт «Акмешит»,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Университет «Мирас»,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Международный гуманитарно-технический университет,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Костанайский инженерно-экономический университет им.М.Дулатова,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Университет «Сырдария»,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Костанайский социально-технический университет имени З.Алдамжара,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Инновационный Евразийский университет,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Кокшетауский университет имени А. Мырзахметова,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Евразийский технический университет,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Южно-Казахстанский педагогический университет,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Южно-Казахстанский государственный педагогический институт,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Казахстанский университет инновационных и телекоммуникационных систем,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Казахстанский инженерно- педагогический университет дружбы народов,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Региональный социально-инновационный университет,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Таразский инновационно-гуманитарный университет,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Университет «Болашак»,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Шымкентский университет,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Западно-Казахстанский аграрно-технический университет имени Жангир хана,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Таразский государственный педагогический университет,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Павлодарский государственный педагогический институт,Профессиональное обучение,Математика,Физика,220,90,30,0,75,25
,Актюбинский государственный региональный университет им.К.Жубанова,Казахский язык и литература в школах с неказахским языком обучения,Казахский язык,Казахская литература,55,55,0,0,0,0
,Казахский национальный педагогический университет имени Абая,Казахский язык и литература в школах с неказахским языком обучения,Казахский язык,Казахская литература,55,55,0,0,0,0
,Аркалыкский государственный педагогический институт имени И. Алтынсарина,Казахский язык и литература в школах с неказахским языком обучения,Казахский язык,Казахская литература,55,55,0,0,0,0
,Восточно-Казахстанский государственный университет имени С. Аманжолова,Казахский язык и литература в школах с неказахским языком обучения,Казахский язык,Казахская литература,55,55,0,0,0,0
,Жетысуский государственный университет имени И. Жансугурова,Казахский язык и литература в школах с неказахским языком обучения,Казахский язык,Казахская литература,55,55,0,0,0,0
,Западно-Казахстанский государственный университет имени М. Утемисова,Казахский язык и литература в школах с неказахским языком обучения,Казахский язык,Казахская литература,55,55,0,0,0,0
,Казахский государственный женский педагогический университет,Казахский язык и литература в школах с неказахским языком обучения,Казахский язык,Казахская литература,55,55,0,0,0,0
,Карагандинский государственный университет имени Е. А. Букетова,Казахский язык и литература в школах с неказахским языком обучения,Казахский язык,Казахская литература,55,55,0,0,0,0
,Кокшетауский государственный университет имени Ш. Уалиханова,Казахский язык и литература в школах с неказахским языком обучения,Казахский язык,Казахская литература,55,55,0,0,0,0
,Государственный университет имени Шакарима г.Семей,Казахский язык и литература в школах с неказахским языком обучения,Казахский язык,Казахская литература,55,55,0,0,0,0
,Южно-Казахстанский педагогический университет,Казахский язык и литература в школах с неказахским языком обучения,Казахский язык,Казахская литература,55,55,0,0,0,0
,Южно-Казахстанский государственный педагогический институт,Казахский язык и литература в школах с неказахским языком обучения,Казахский язык,Казахская литература,55,55,0,0,0,0
,Шымкентский университет,Казахский язык и литература в школах с неказахским языком обучения,Казахский язык,Казахская литература,55,55,0,0,0,0
,Таразский государственный педагогический университет,Казахский язык и литература в школах с неказахским языком обучения,Казахский язык,Казахская литература,55,55,0,0,0,0
,Павлодарский государственный педагогический институт,Казахский язык и литература в школах с неказахским языком обучения,Казахский язык,Казахская литература,55,55,0,0,0,0
,Актюбинский государственный региональный университет им.К.Жубанова,Русский язык и литература в школах с нерусским языком обучения,Русский язык,Русская литература,206,117,39,0,38,12
,Казахский национальный педагогический университет имени Абая,Русский язык и литература в школах с нерусским языком обучения,Русский язык,Русская литература,206,117,39,0,38,12
,Аркалыкский государственный педагогический институт имени И. Алтынсарина,Русский язык и литература в школах с нерусским языком обучения,Русский язык,Русская литература,206,117,39,0,38,12
,Атырауский государственный университет имени Х. Досмухамедова,Русский язык и литература в школах с нерусским языком обучения,Русский язык,Русская литература,206,117,39,0,38,12
,Восточно-Казахстанский государственный университет имени С. Аманжолова,Русский язык и литература в школах с нерусским языком обучения,Русский язык,Русская литература,206,117,39,0,38,12
,Жетысуский государственный университет имени И. Жансугурова,Русский язык и литература в школах с нерусским языком обучения,Русский язык,Русская литература,206,117,39,0,38,12
,Западно-Казахстанский государственный университет имени М. Утемисова,Русский язык и литература в школах с нерусским языком обучения,Русский язык,Русская литература,206,117,39,0,38,12
,Казахский государственный женский педагогический университет,Русский язык и литература в школах с нерусским языком обучения,Русский язык,Русская литература,206,117,39,0,38,12
,Кокшетауский государственный университет имени Ш. Уалиханова,Русский язык и литература в школах с нерусским языком обучения,Русский язык,Русская литература,206,117,39,0,38,12
,Государственный университет имени Шакарима г.Семей,Русский язык и литература в школах с нерусским языком обучения,Русский язык,Русская литература,206,117,39,0,38,12
,Южно-Казахстанский государственный педагогический институт,Русский язык и литература в школах с нерусским языком обучения,Русский язык,Русская литература,206,117,39,0,38,12
,Таразский государственный педагогический университет,Русский язык и литература в школах с нерусским языком обучения,Русский язык,Русская литература,206,117,39,0,38,12
,Павлодарский государственный педагогический институт,Русский язык и литература в школах с нерусским языком обучения,Русский язык,Русская литература,206,117,39,0,38,12
,Актюбинский государственный региональный университет им.К.Жубанова,Социальная педагогика и самопознание,Биология,География,206,117,39,0,38,12
,Казахский национальный педагогический университет имени Абая,Социальная педагогика и самопознание,Биология,География,206,117,39,0,38,12
,Восточно-Казахстанский государственный университет имени С. Аманжолова,Социальная педагогика и самопознание,Биология,География,206,117,39,0,38,12
,Западно-Казахстанский государственный университет имени М. Утемисова,Социальная педагогика и самопознание,Биология,География,206,117,39,0,38,12
,Казахский государственный женский педагогический университет,Социальная педагогика и самопознание,Биология,География,206,117,39,0,38,12
,Казахский национальный университет имени аль-Фараби,Социальная педагогика и самопознание,Биология,География,206,117,39,0,38,12
,Карагандинский государственный университет имени Е. А. Букетова,Социальная педагогика и самопознание,Биология,География,206,117,39,0,38,12
,Кокшетауский государственный университет имени Ш. Уалиханова,Социальная педагогика и самопознание,Биология,География,206,117,39,0,38,12
,Кокшетауский университет имени А. Мырзахметова,Социальная педагогика и самопознание,Биология,География,206,117,39,0,38,12
,Южно-Казахстанский педагогический университет,Социальная педагогика и самопознание,Биология,География,206,117,39,0,38,12
